Institution_Name,Contact_Id,Parent_Institution_Id,Mobile_Number_1,Mobile_Number_2,Email_Id_1,Email_Id_2,Adddress_1,Address_2,Address_3,City,State,Country,Postal_Code
SANA POLYTECHNIC,238692,538685,,,,,,,,,Telangana,India,
Govt. College of Physical Education,238693,538686,,,,,,,,,Telangana,India,
PRR College of Commerce and Management,238694,538687,,,,,,,,,Telangana,India,
A.K. VISHWANTHA REDDY DEGREE COLLEGE  MULKANOOR  BHEEMADEVARAPALLY,238695,538688,,,,,,,,,Telangana,India,
Sri Vidhya College of Education,238696,538689,,,,,,,,,Telangana,India,
Shree Uma degree and P.G College,238697,538690,,,,,,,,,Telangana,India,
Islamia College of Elementary Teacher Education  Mustababad  Siddipet  Medak-502109,238698,538691,,,,,,,,,Telangana,India,
Bhagyaradhi Degree College,238699,538692,,,,,,,,,Telangana,India,
Sana College of Elementary Teacher Education  N.H.9  Kodad  Nalgonda dist-508206,238700,538693,,,,,,,,,Telangana,India,
St. Augustien P.G College,238701,538694,,,,,,,,,Telangana,India,
VANI NIKETAN INSTITUTE OF MANAGEMTNT STUDIES  MUKARAMPURA  KARIMNAGAR-505002,238702,538695,,,,,,,,,Telangana,India,
Sana college of Pharmacy,238703,538696,,,,,,,,,Telangana,India,
Shadan Institute of Management Studies for Gilrs,238704,538697,,,,,,,,,Telangana,India,
St.Joseph's Degree and P.G College,238705,538698,,,,,,,,,Telangana,India,
Sneha Degree College,238706,538699,,,,,,,,,Telangana,India,
GNANESWARI SCHOOL OF NURSING  BAPUNAGAR  HYDERABAD,238707,538700,,,,,,,,,Telangana,India,
Government Degree College  Cherial,238708,538701,,,,,,,,,Telangana,India,
S.V.S.PG College  Bheemaram  Ramaram  Mandal: Hasanparthy  Warangal,238709,538702,,,,,,,,,Telangana,India,
Kamineni Inst. of Dental Sciences  Narketpally,238710,538703,,,,,,,,,Telangana,India,
PRINCETON SCHOOL OF EDUCATION HYDERABAD,238711,538704,,,,,,,,,Telangana,India,
JNTUH College of Engineering Jagityala,238712,538705,,,,,,,,,Telangana,India,
St. Anns College of Education for Women,238713,538706,,,,,,,,,Telangana,India,
Methodist College of Engineering and Technology,238714,538707,,,,,,,,,Telangana,India,
Govt. Degree College (Gajwel),238715,538708,,,,,,,,,Telangana,India,
Anu Bose Institute of Technology,238716,538709,,,,,,,,,Telangana,India,
Pragna College of Education,238717,538710,,,,,,,,,Telangana,India,
Govt. Degree College for Women (Siddipet),238718,538711,,,,,,,,,Telangana,India,
Aurobindo College of Business Management,238719,538712,,,,,,,,,Telangana,India,
Aurora Degree College  Near KUC X Roads  Vidyaranyapuri  Hanamkonda,238720,538713,,,,,,,,,Telangana,India,
Anjamma Agi Reddy Engineering College for Women,238721,538714,,,,,,,,,Telangana,India,
HOLYFAITH MINORITY INSTITUTE OF ELE. TEACHER EDN. KISTARAM KHAMMAM,238722,538715,,,,,,,,,Telangana,India,
Medak Institute of Technology and Pharmacy,238723,538716,,,,,,,,,Telangana,India,
Horizon Institute of Technology,238724,538717,,,,,,,,,Telangana,India,
SNRM HINDI PRASHIKSHANA MAHAVIDYALAYA MAHABUBNAGAR,238725,538718,,,,,,,,,Telangana,India,
Sana Engineering College,238726,538719,,,,,,,,,Telangana,India,
Trinety College of Engineering and Technology,238727,538720,,,,,,,,,Telangana,India,
Raja Mahendra College of Engineering,238728,538721,,,,,,,,,Telangana,India,
NA,238729,538722,,,,,,,,,Telangana,India,
Princess Duru Shehvar College of Nursing  Hyderabad,238730,538723,,,,,,,,,Telangana,India,
Islamia College of Enginering and Technology for Women,238731,538724,,,,,,,,,Telangana,India,
Prathishtha Institute of Pharmaceutical Sciences,238732,538725,,,,,,,,,Telangana,India,
Nova College of Pharmaceutical Education and Research,238733,538726,,,,,,,,,Telangana,India,
Madeena B.Ed. College  Kothagudem,238734,538727,,,,,,,,,Telangana,India,
SVG Degree College,238735,538728,,,,,,,,,Telangana,India,
MNR Teacher Education College,238736,538729,,,,,,,,,Telangana,India,
Siddartha Degree College  Wyra,238737,538730,,,,,,,,,Telangana,India,
Bhargavi Degree College  Kishanpura  Hanamkonda 506 001,238738,538731,,,,,,,,,Telangana,India,
NA,238739,538732,,,,,,,,,Telangana,India,
Pulipati Prasad Institute of Technology and Science and Technology,238740,538733,,,,,,,,,Telangana,India,
Sri Venkateshwara College of Pharmacy,238741,538734,,,,,,,,,Telangana,India,
Sujala Bharathi Institute of Technology,238742,538735,,,,,,,,,Telangana,India,
Gokuldas Purushothamdas Ladda (GPL) Degree College  Nirmal Road  Bhainsa,238743,538736,,,,,,,,,Telangana,India,
NA,238744,538737,,,,,,,,,Telangana,India,
Priyadarshini College of Pharmaceutical Sciences,238745,538738,,,,,,,,,Telangana,India,
David Memorial Teacher Training Institute  Yacharam  Rangareddy-501509,238746,538739,,,,,,,,,Telangana,India,
Siddhartha Degree College,238747,538740,,,,,,,,,Telangana,India,
Vidya Bharathi Degree College  Tandoor,238748,538741,,,,,,,,,Telangana,India,
Vidya Bharathi Institute of Technology,238749,538742,,,,,,,,,Telangana,India,
ROHINI SCHOOL OF NURSING WARANGAL,238750,538743,,,,,,,,,Telangana,India,
NIGHTINGALE SCHOOL OF NURSING  CHRISTIAN COLONY  MAHABOOBNAGAR,238751,538744,,,,,,,,,Telangana,India,
BMR Degree College (Siddipet),238752,538745,,,,,,,,,Telangana,India,
Priyanka Degree College for Women,238753,538746,,,,,,,,,Telangana,India,
Vijaya College of Engineering for Women,238754,538747,,,,,,,,,Telangana,India,
BHARATHI SCHOOL OF NURSING  SAROORNAGAR MANDAL  HYDERABAD,238755,538748,,,,,,,,,Telangana,India,
Haindavi Degree College,238756,538749,,,,,,,,,Telangana,India,
Maheswara Institute of Pharmacy,238757,538750,,,,,,,,,Telangana,India,
Sri Visweswaraiah Institute of Technology and Science,238758,538751,,,,,,,,,Telangana,India,
Hindu Degree College for Women,238759,538752,,,,,,,,,Telangana,India,
Srinivasa Degree College (Narayankhed),238760,538753,,,,,,,,,Telangana,India,
Islamia College of Elementary Teacher Education  NO.17-3-1/5  SRT colony  Yakutpura  Hyd. -23 (muslim),238761,538754,,,,,,,,,Telangana,India,
LIFE LINE SCHOOL OF NURSING WARANGAL,238762,538755,,,,,,,,,Telangana,India,
Sultan-Ul-Uloom Law College,238763,538756,,,,,,,,,Telangana,India,
St. Judes College of Education,238764,538757,,,,,,,,,Telangana,India,
DISTRICT INSTITUTE OF EDUCATION and TRAINING (DIET) NALGONDA,238765,538758,,,,,,,,,Telangana,India,
Vageswari College of Engineering,238766,538759,,,,,,,,,Telangana,India,
Millennium College of Education,238767,538760,,,,,,,,,Telangana,India,
Prathibha Degree College (Vikarabad),238768,538761,,,,,,,,,Telangana,India,
Vidyarthi Degree College  # 1-2-13/1  Ravindranagar  Adilabad,238769,538762,,,,,,,,,Telangana,India,
GOVT. POLYTECHNIC FOR WOMEN (MINORITIES) VIKARABAD RR DIST.,238770,538763,,,,,,,,,Telangana,India,
ALEXANDER COLLEGE  MUGDUMPOOR,238771,538764,,,,,,,,,Telangana,India,
Neelam Sanjeeva Reddy College of Education,238772,538765,,,,,,,,,Telangana,India,
Govt. City College,238773,538766,,,,,,,,,Telangana,India,
Pendekanti Law College,238774,538767,,,,,,,,,Telangana,India,
Viswambhara Teacher Training Institute  Bollikunta  Warangal District-506005,238775,538768,,,,,,,,,Telangana,India,
Sweekar Rehabilitation Institute for Handicapped,238776,538769,,,,,,,,,Telangana,India,
Dr. M.R. Reddy College of Education  Parkal,238777,538770,,,,,,,,,Telangana,India,
Thushara Degree College  H.No. 2-5-639  Subedari  Hanamkonda,238778,538771,,,,,,,,,Telangana,India,
Government Degree College for Women  Adilabad,238779,538772,,,,,,,,,Telangana,India,
Aurora's School of Computer Science and Research,238780,538773,,,,,,,,,Telangana,India,
Tagore College of Education  Ieez,238781,538774,,,,,,,,,Telangana,India,
Sai Sudhir Degree College,238782,538775,,,,,,,,,Telangana,India,
Princess Durru Shehvar College of MLT  Hyderabad,238783,538776,,,,,,,,,Telangana,India,
Thirumala college of Pharmacy,238784,538777,,,,,,,,,Telangana,India,
Green Fields College of Hotel Management,238785,538778,,,,,,,,,Telangana,India,
Vashishta Degree College  Manjulapur  Nirmal 504 106,238786,538779,,,,,,,,,Telangana,India,
The Mothers Degree College for Women,238787,538780,,,,,,,,,Telangana,India,
Mother Theresa College of Education Mahabubabad,238788,538781,,,,,,,,,Telangana,India,
Prathima College of Nursing  Karimnagar,238789,538782,,,,,,,,,Telangana,India,
SP Degree College,238790,538783,,,,,,,,,Telangana,India,
Global Education centre,238791,538784,,,,,,,,,Telangana,India,
GOVT POLYTECHNIC FOR WOMEN SURYAPET NALGONDA,238792,538785,,,,,,,,,Telangana,India,
Netra vidhyalayam Degree College for Blind,238793,538786,,,,,,,,,Telangana,India,
VIVEKANANDA DEGREE COLLEGE  HUSNABAD,238794,538787,,,,,,,,,Telangana,India,
G.M.R. D.Ed. College  Plot.No.2/2  Digwal village  Zaheerabad  Medak-502220,238795,538788,,,,,,,,,Telangana,India,
Joginapally B.R Pharmacy College,238796,538789,,,,,,,,,Telangana,India,
MNR Degree College,238797,538790,,,,,,,,,Telangana,India,
J J SCHOOL OF NURSING HYDERABAD,238798,538791,,,,,,,,,Telangana,India,
SRI SRI GAYATHRI DEGREE COLLEGE  GHANPUR,238799,538792,,,,,,,,,Telangana,India,
Vivekananda Degree College (Sithaphal Mandi),238800,538793,,,,,,,,,Telangana,India,
GOVT POLYTECHNIC FOR WOMEN MEDAK,238801,538794,,,,,,,,,Telangana,India,
Leyas College of Education,238802,538795,,,,,,,,,Telangana,India,
NA,238803,538796,,,,,,,,,Telangana,India,
Mother Theressa College of Elementary Teacher Education  New Paloncha  Khammam-507115,238804,538797,,,,,,,,,Telangana,India,
Gokaraju Rangaraju College of Pharmacy,238805,538798,,,,,,,,,Telangana,India,
SIVANI SCHOOL OF NURSING. KARIMNAGAR,238806,538799,,,,,,,,,Telangana,India,
Presidency College of Arts  Science,238807,538800,,,,,,,,,Telangana,India,
Angel College of Nursing  Khammam,238808,538801,,,,,,,,,Telangana,India,
VISHWA CHAITANYA WOMENS DEGREE COLLEGE,238809,538802,,,,,,,,,Telangana,India,
St. Mary's College of Pharmacy,238810,538803,,,,,,,,,Telangana,India,
Noble College of Education,238811,538804,,,,,,,,,Telangana,India,
Sindhu Degree College,238812,538805,,,,,,,,,Telangana,India,
Ponuganti Madhava rao degree College,238813,538806,,,,,,,,,Telangana,India,
GOUTHAMI SAI DEGREE and PG COLLEGE OPP: SHIVALAYAM  MARKANDEYA COLONY  GODAVARIKHANI,238814,538807,,,,,,,,,Telangana,India,
Government Degree College  Rangasaipet  Warangal,238815,538808,,,,,,,,,Telangana,India,
Government Degree College  Paloncha,238816,538809,,,,,,,,,Telangana,India,
PRAGATHI DEGREE COLLEGE  GOPALRAO PET  RAMADUGU,238817,538810,,,,,,,,,Telangana,India,
Govt. Degree College for Women (Begumpet),238818,538811,,,,,,,,,Telangana,India,
Shivani Arts and Science Degree College for Women  Maruthi Nagar  Mandamarri,238819,538812,,,,,,,,,Telangana,India,
V.V. College of Arts  Commerce and Science and PG Studies,238820,538813,,,,,,,,,Telangana,India,
Govt. Degree College (Zaheerabad),238821,538814,,,,,,,,,Telangana,India,
EKASHILA TELUGU PANDIT TRAINING INSTITUTE WARANGAL,238822,538815,,,,,,,,,Telangana,India,
Vivekananda College of Education,238823,538816,,,,,,,,,Telangana,India,
Chandana College of Nursing  Suryapet,238824,538817,,,,,,,,,Telangana,India,
Mahboobia Panjetan PG College  Janikunta  Gorrekunta  Geesugonda  Warangal,238825,538818,,,,,,,,,Telangana,India,
Vasundara Degree College (Co-Education),238826,538819,,,,,,,,,Telangana,India,
Badruka Degree College (Day),238827,538820,,,,,,,,,Telangana,India,
KAMINENI INSTITUTE OF MEDICAL SCIENCES NALGONDA,238828,538821,,,,,,,,,Telangana,India,
Mahaveer Institute of Science andTechnology,238829,538822,,,,,,,,,Telangana,India,
Sri Chaitanya Degree College,238830,538823,,,,,,,,,Telangana,India,
Bhavitha Degree College  # 8-1-1/3  Shamshir Nagar  Ward No. 8  Bellampally,238831,538824,,,,,,,,,Telangana,India,
GOVERNMENT DEGREE COLLEGE  CHOPPADANDI,238832,538825,,,,,,,,,Telangana,India,
TMSS Degree College for Women,238833,538826,,,,,,,,,Telangana,India,
St. George College of Education,238834,538827,,,,,,,,,Telangana,India,
Vikas College of Education,238835,538828,,,,,,,,,Telangana,India,
St. Pauls Degree College,238836,538829,,,,,,,,,Telangana,India,
Ronald Ross PG.College of Management Studies,238837,538830,,,,,,,,,Telangana,India,
Vignan's Institute of Technology and Aeronautical Engineering,238838,538831,,,,,,,,,Telangana,India,
SANTHI SCHOOL OF NURSING HYDERABAD,238839,538832,,,,,,,,,Telangana,India,
Nalla Malla Reddy Engineering College,238840,538833,,,,,,,,,Telangana,India,
Pratibha Degree College,238841,538834,,,,,,,,,Telangana,India,
Panineeya Mahavidyala College of Education,238842,538835,,,,,,,,,Telangana,India,
Gulam Ahmed College of Education,238843,538836,,,,,,,,,Telangana,India,
Pragati College of Education,238844,538837,,,,,,,,,Telangana,India,
Sri Vagdevi Degree College,238845,538838,,,,,,,,,Telangana,India,
S.V Degree College,238846,538839,,,,,,,,,Telangana,India,
Government Degree College  Mulug,238847,538840,,,,,,,,,Telangana,India,
GOVT POLYTECHNIC FOR WOMEN WARANGAL,238848,538841,,,,,,,,,Telangana,India,
Govt. Degree College (Chavella),238849,538842,,,,,,,,,Telangana,India,
Suprabhat Institute of Computer Studies,238850,538843,,,,,,,,,Telangana,India,
SRR COLLEGE OF PHARMACEUTICAL SCIENCES  VALBHAPUR (V)  ELKATURTHI (M)  KARIMNAGAR,238851,538844,,,,,,,,,Telangana,India,
JYOTHISHMATHI INSTITUTE OF TECHNOLOGICAL SCIENCES  KARIMNAGAR,238852,538845,,,,,,,,,Telangana,India,
SANJAY GANDHI GOVERNMENT POLYTECHNIC,238853,538846,,,,,,,,,Telangana,India,
Holy Trinity College of Education,238854,538847,,,,,,,,,Telangana,India,
Sai Chaitanya Degree College,238855,538848,,,,,,,,,Telangana,India,
Nalanda Degree College,238856,538849,,,,,,,,,Telangana,India,
Nagarjuna Degree College (Mutrajpally),238857,538850,,,,,,,,,Telangana,India,
Vignan Institute of Pharmaceutical Sciences,238858,538851,,,,,,,,,Telangana,India,
Murthy Institute of Technology and Sciences,238859,538852,,,,,,,,,Telangana,India,
Mahatma Gandhi Institute of Technology,238860,538853,,,,,,,,,Telangana,India,
Karuna P.G. College of Business Management,238861,538854,,,,,,,,,Telangana,India,
Gouthami Degree College  4-76  BC Colony  Old Bazar Mahabubabad 506 101,238862,538855,,,,,,,,,Telangana,India,
Azam Degree College,238863,538856,,,,,,,,,Telangana,India,
Masterji Institute of Information Technology  Madikonda  Hanamkonda,238864,538857,,,,,,,,,Telangana,India,
SS Institute of Technology,238865,538858,,,,,,,,,Telangana,India,
Sri Balaji P.G College,238866,538859,,,,,,,,,Telangana,India,
Sri Viveka Vardhini Degree College,238867,538860,,,,,,,,,Telangana,India,
ACME Degree College,238868,538861,,,,,,,,,Telangana,India,
PIMTECH College of B.Sc MLT  Khammam,238869,538862,,,,,,,,,Telangana,India,
Kommuri Pratap Reddy Institute of Management,238870,538863,,,,,,,,,Telangana,India,
REBBANA ARTS AND SCIENCE DEGREE COLLEGE  REBBENA,238871,538864,,,,,,,,,Telangana,India,
STANFORD INSTITUTE OF ELEMENTARY TEACHER EDN. NALGONDA,238872,538865,,,,,,,,,Telangana,India,
NA,238873,538866,,,,,,,,,Telangana,India,
Sujatha Degree College for Women,238874,538867,,,,,,,,,Telangana,India,
T.H.P Institute of Research and Rehabilitation for the Mentally Handicapped,238875,538868,,,,,,,,,Telangana,India,
Sri Chakra Institute of Computer Sciences (MCA),238876,538869,,,,,,,,,Telangana,India,
Reeman College of Education,238877,538870,,,,,,,,,Telangana,India,
Baptist Degree College,238878,538871,,,,,,,,,Telangana,India,
Jadcherla P.G College  Jadcherla,238879,538872,,,,,,,,,Telangana,India,
K.G.R Institute of Technology and Management,238880,538873,,,,,,,,,Telangana,India,
G.V.K. Emergency Management and Research Institute,238881,538874,,,,,,,,,Telangana,India,
Talla Padmavathi College of Engineering,238882,538875,,,,,,,,,Telangana,India,
NA,238883,538876,,,,,,,,,Telangana,India,
Noor College of Education  Shadnagar,238884,538877,,,,,,,,,Telangana,India,
Govt. Degree College (Siddipet),238885,538878,,,,,,,,,Telangana,India,
Green Fort Engineering College,238886,538879,,,,,,,,,Telangana,India,
VIKAS COLLEGE OF PHARMACEUTICAL SCIENCES  RAYANIGUDEM,238887,538880,,,,,,,,,Telangana,India,
Q.Q. GOVT. POLYTECHNIC OLD CITY HYDERABAD,238888,538881,,,,,,,,,Telangana,India,
AVV Degree College  SVN Road  Warangal 506 002,238889,538882,,,,,,,,,Telangana,India,
SRAVANTHI INSTITUTE OF ELEMENTARY TEAHCER EDN. WARANGAL,238890,538883,,,,,,,,,Telangana,India,
SR College of Teacher Education,238891,538884,,,,,,,,,Telangana,India,
Vikas Degree College  (Co-Education)  Atmakur,238892,538885,,,,,,,,,Telangana,India,
Swamy Vivekananda P.G College,238893,538886,,,,,,,,,Telangana,India,
Sree Chaitanya Institute of Pharmaceutical Sciences,238894,538887,,,,,,,,,Telangana,India,
S.V Model College of Management,238895,538888,,,,,,,,,Telangana,India,
Shadan Women's College of Pharmacy,238896,538889,,,,,,,,,Telangana,India,
Siddhartaha Degree College for Women,238897,538890,,,,,,,,,Telangana,India,
Bharat Institute of Technology and Science for Women,238898,538891,,,,,,,,,Telangana,India,
St. Joseph s P.G. College  Rampoor  Warangal,238899,538892,,,,,,,,,Telangana,India,
Seelam Sidda Reddy and Jyothi (SSRJ) Arts and Science College  Khammam,238900,538893,,,,,,,,,Telangana,India,
MVG Memorial Degree College,238901,538894,,,,,,,,,Telangana,India,
Holy Mary Institute of Technology and Science College of Pharmacy,238902,538895,,,,,,,,,Telangana,India,
Vivekananda College of Elementary Education  Chattanpally  Shadnagar  Mahabubnagar-509216.,238903,538896,,,,,,,,,Telangana,India,
K.V. Ranga Reddy Degree College for Women,238904,538897,,,,,,,,,Telangana,India,
Holy faith P.G College,238905,538898,,,,,,,,,Telangana,India,
K.N. POLYTECHNIC FOR WOMEN,238906,538899,,,,,,,,,Telangana,India,
Muffakham Jah College of Engineering and Technology,238907,538900,,,,,,,,,Telangana,India,
MAK COLLEGE OF PHARMACY  CHILKOOR,238908,538901,,,,,,,,,Telangana,India,
CHRISTINA SCHOOL OF NURSING RANGA REDDY,238909,538902,,,,,,,,,Telangana,India,
Unique Degree College for Women,238910,538903,,,,,,,,,Telangana,India,
Mahbub Degree College,238911,538904,,,,,,,,,Telangana,India,
Government Degree College for Women  Mancherial,238912,538905,,,,,,,,,Telangana,India,
JADHAV MANIKRAO DEGREE COLLEGE  INDRAVELLY,238913,538906,,,,,,,,,Telangana,India,
M.C.Gupta College of Business Management,238914,538907,,,,,,,,,Telangana,India,
St.Martins P.G College of Technology,238915,538908,,,,,,,,,Telangana,India,
P.G. College of Law  Basheerbagh,238916,538909,,,,,,,,,Telangana,India,
Little Flower Degree College,238917,538910,,,,,,,,,Telangana,India,
Indira Degree College  1-15-31  32  Balaji Nagar  Sirpur Kaghaznagar,238918,538911,,,,,,,,,Telangana,India,
Sai Ram Degree College  Near Bus Stand  Thorrur 506 163,238919,538912,,,,,,,,,Telangana,India,
Sardar Vallabhai Patel D. C  Shadnagar,238920,538913,,,,,,,,,Telangana,India,
Vignan College of Education,238921,538914,,,,,,,,,Telangana,India,
MEDICITY SCHOOL OF NURSING RANGAREDDI,238922,538915,,,,,,,,,Telangana,India,
St. Mary Degree College,238923,538916,,,,,,,,,Telangana,India,
Indur College of Education  Bodhan (5281),238924,538917,,,,,,,,,Telangana,India,
Shahjehan College of Engineering and Technology,238925,538918,,,,,,,,,Telangana,India,
Vinuthna College of Management  Hasanparthy  Warangal,238926,538919,,,,,,,,,Telangana,India,
MYTHRI SCHOOL OF NURSING HYDERABAD-,238927,538920,,,,,,,,,Telangana,India,
Shadan Institute of Computer Studies (Girls),238928,538921,,,,,,,,,Telangana,India,
V.C. INSTITUTE OF TEACHER EDUCATION NALGONDA,238929,538922,,,,,,,,,Telangana,India,
Vidya Dayani Degree and P.G College (UG),238930,538923,,,,,,,,,Telangana,India,
Princenton Degree College,238931,538924,,,,,,,,,Telangana,India,
David Memorial Degree College,238932,538925,,,,,,,,,Telangana,India,
Al-Quarmoshi Institute of Business Management,238933,538926,,,,,,,,,Telangana,India,
Dewan Bahadur Padma Rao Modiliar Degree College for Women,238934,538927,,,,,,,,,Telangana,India,
Government Degree College  Mahabubabad,238935,538928,,,,,,,,,Telangana,India,
Venkateswara Institute of Pharmaceutical Sciences,238936,538929,,,,,,,,,Telangana,India,
College of Teacher Education  AMS,238937,538930,,,,,,,,,Telangana,India,
Nalanda Degree College  Mavla Road  Adilabad 504 001,238938,538931,,,,,,,,,Telangana,India,
Lal Bahadur Degree College,238939,538932,,,,,,,,,Telangana,India,
Indian Institute of Hotel management and Culinery Arts,238940,538933,,,,,,,,,Telangana,India,
AKM Oriental College,238941,538934,,,,,,,,,Telangana,India,
VNR Vignanajyothi Institute of Engineering and Technology,238942,538935,,,,,,,,,Telangana,India,
GOVT.POLYTECHNIC SECUENDERABAD,238943,538936,,,,,,,,,Telangana,India,
Indira Priyadarshini Govt. Degree College for Women,238944,538937,,,,,,,,,Telangana,India,
Govt. Degree College for Women (Gajwel),238945,538938,,,,,,,,,Telangana,India,
Syo Narayan Ramcharan Patwari P.G College of Commerce,238946,538939,,,,,,,,,Telangana,India,
St. Lawrence College of Education  Arempula  Khammam,238947,538940,,,,,,,,,Telangana,India,
Nalla Narasimha Reddy Education Society Group of Institutions,238948,538941,,,,,,,,,Telangana,India,
MNR Elementary Teacher Education  MNR Nagar  Narsapur road  Sangareddy  Medak-502294,238949,538942,,,,,,,,,Telangana,India,
P.G. College  Vikarabad,238950,538943,,,,,,,,,Telangana,India,
Suprabhat Institute of Management Studies,238951,538944,,,,,,,,,Telangana,India,
VKDVS Raju Degree College  Aswaraopet,238952,538945,,,,,,,,,Telangana,India,
Vani Degree College for Women,238953,538946,,,,,,,,,Telangana,India,
ALLURI SETHA RAMARAJU DEGREE COLLEGE CHINTOOR,238954,538947,,,,,,,,,Telangana,India,
M.R.M Institute of Management (Ibrahimpatnam),238955,538948,,,,,,,,,Telangana,India,
Panchsheel College of Education  Nirmal,238956,538949,,,,,,,,,Telangana,India,
Vaagdevi Degree College  Kishanpura  Hanamkonda,238957,538950,,,,,,,,,Telangana,India,
Sree Chaitanya College of Engineering,238958,538951,,,,,,,,,Telangana,India,
Sultan Ul Uloom College of Pharmacy,238959,538952,,,,,,,,,Telangana,India,
Aradhana College of Education,238960,538953,,,,,,,,,Telangana,India,
Shadan Institute of Management Studies for Boys,238961,538954,,,,,,,,,Telangana,India,
Sanga Mithra Degree College,238962,538955,,,,,,,,,Telangana,India,
ASP Oriental College,238963,538956,,,,,,,,,Telangana,India,
KV Ranga Reddy Law College,238964,538957,,,,,,,,,Telangana,India,
VANISRI DEGREE COLLEGE KARIMNAGAR,238965,538958,,,,,,,,,Telangana,India,
Sri Arunodaya Degree College  Amba Complex  Bheemaram  Hasanparthy (M),238966,538959,,,,,,,,,Telangana,India,
D.V.M Degree College of Commerce and Science,238967,538960,,,,,,,,,Telangana,India,
SHREE VIJAYA SCHOOL OF NURSING RANGA REDDY,238968,538961,,,,,,,,,Telangana,India,
Government Degree College  Narsampet 506 132,238969,538962,,,,,,,,,Telangana,India,
Vignana Bharathi Degree College  H.No. 5-4-109  Kankara Boad  Maha,238970,538963,,,,,,,,,Telangana,India,
Einstein College of Education,238971,538964,,,,,,,,,Telangana,India,
Indira Gandhi Degree College for Women,238972,538965,,,,,,,,,Telangana,India,
Government Degree College  Bhadrachalam,238973,538966,,,,,,,,,Telangana,India,
St. Mary's Engineering College,238974,538967,,,,,,,,,Telangana,India,
CSI College of Education,238975,538968,,,,,,,,,Telangana,India,
Pragathi Mahavidyalaya Degree College,238976,538969,,,,,,,,,Telangana,India,
Sadhana Degree College  Muthyampet  Dandepally (M)  Adilabad,238977,538970,,,,,,,,,Telangana,India,
Keshav Memorial Degree and P.G. College,238978,538971,,,,,,,,,Telangana,India,
Noble Degree College,238979,538972,,,,,,,,,Telangana,India,
Princeton P.G. College of Management,238980,538973,,,,,,,,,Telangana,India,
Dhanvanthari Institute of Management Sciences  Sujathanagar  Kothagudem  Khammam,238981,538974,,,,,,,,,Telangana,India,
Poojya Sri Madhavananji College of Education,238982,538975,,,,,,,,,Telangana,India,
GRACE SCHOOL OF NURSING  NAGOLE  HYDERABAD,238983,538976,,,,,,,,,Telangana,India,
Vivekavardhani Degree College for Women  Laxmidevipally  Kothagudem,238984,538977,,,,,,,,,Telangana,India,
Railway Degree College,238985,538978,,,,,,,,,Telangana,India,
VANI NIKETAN DEGREE and PG COLLEGE   MUKARAMPURA  KARIMNAGAR,238986,538979,,,,,,,,,Telangana,India,
St.Marys College of Education,238987,538980,,,,,,,,,Telangana,India,
MNR Elementary Teacher Education Institute  Bachupally  Kukatpally  Rangareddy-500072.,238988,538981,,,,,,,,,Telangana,India,
Wesley Degree College for Women,238989,538982,,,,,,,,,Telangana,India,
RJRM Degree College  Marripeda,238990,538983,,,,,,,,,Telangana,India,
PJR'S Memorial Sai Teja Degree College,238991,538984,,,,,,,,,Telangana,India,
Manjeera Degree College (Patancheru),238992,538985,,,,,,,,,Telangana,India,
Sri Sai Vignan Bharathi Degree College for Women,238993,538986,,,,,,,,,Telangana,India,
Rishi Degree College,238994,538987,,,,,,,,,Telangana,India,
Govt. Degree and P.G College for Men  Wanaparthy,238995,538988,,,,,,,,,Telangana,India,
Sai Krishna P.G College  Wanaparthy,238996,538989,,,,,,,,,Telangana,India,
VIJAYA HEALTH CARE INSITUTE OF PARAMEDICAL SCIENCES SCHOOL OF NURSING  RAMACHANDRAREDDY NAGAR  MEDAK,238997,538990,,,,,,,,,Telangana,India,
GOVERNMENT POLYTECHNIC  JOGIPET,238998,538991,,,,,,,,,Telangana,India,
Karanam Padmavathi Memorial Degree and P.G College,238999,538992,,,,,,,,,Telangana,India,
MANTRA School of Business Management,239000,538993,,,,,,,,,Telangana,India,
Priyadarshini Degree College  Nehru Nagar  Khammam,239001,538994,,,,,,,,,Telangana,India,
Musheerabad Degree College for Women,239002,538995,,,,,,,,,Telangana,India,
Swathi Institute of Technology and Science,239003,538996,,,,,,,,,Telangana,India,
RRM Degree College  Hyderabad Road  Jangaon,239004,538997,,,,,,,,,Telangana,India,
St. Patricks Degree and P.G College,239005,538998,,,,,,,,,Telangana,India,
Govt. Degree College for Women  Gadwal,239006,538999,,,,,,,,,Telangana,India,
Shadan Women's College of Engineering and Technology,239007,539000,,,,,,,,,Telangana,India,
DRS Degree College  Mamillagudem  Khammam,239008,539001,,,,,,,,,Telangana,India,
Dr. B. R. Ambedkar Degree College,239009,539002,,,,,,,,,Telangana,India,
GAYATRI DEGREE COLLEGE,239010,539003,,,,,,,,,Telangana,India,
Fatima College of Elementary Teacher Education  Fatimanagar  NIT post  Kazipet  Warangal-506004 (Christian minority upto 2009-10),239011,539004,,,,,,,,,Telangana,India,
Govt. Degree College (Patancheru),239012,539005,,,,,,,,,Telangana,India,
Sahaja Institute of Technology and Sciences,239013,539006,,,,,,,,,Telangana,India,
Govt. Degree College (Ibrahimpatnam),239014,539007,,,,,,,,,Telangana,India,
Hyderabad Institute of Technology and Management,239015,539008,,,,,,,,,Telangana,India,
Krishnamurthy Institute of Management,239016,539009,,,,,,,,,Telangana,India,
